DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
24Q520,Middle College High School at LaGuardia Community,2013-14,495,0,0,0,0,0,0,0,0,0,0,130,126,114,125,223,45.1%,272,54.9%,37,7.5%,27,5.5%,391,79.0%,2,0.4%,38,7.7%,70,14.1%,2,0.4%,285,57.6%,
24Q520,Middle College High School at LaGuardia Community,2014-15,514,0,0,0,0,0,0,0,0,0,0,120,130,113,151,223,43.4%,291,56.6%,44,8.6%,24,4.7%,408,79.4%,2,0.4%,36,7.0%,79,15.4%,0,0.0%,274,53.3%,58.5%
24Q520,Middle College High School at LaGuardia Community,2015-16,513,0,0,0,0,0,0,0,0,0,0,116,124,117,156,231,45.0%,282,55.0%,46,9.0%,27,5.3%,400,78.0%,3,0.6%,37,7.2%,80,15.6%,7,1.4%,280,54.6%,58.7%
24Q520,Middle College High School at LaGuardia Community,2016-17,507,0,0,0,0,0,0,0,0,0,0,111,111,130,155,240,47.3%,267,52.7%,45,8.9%,21,4.1%,398,78.5%,4,0.8%,39,7.7%,76,15.0%,5,1.0%,264,52.1%,56.2%
24Q520,Middle College High School at LaGuardia Community,2017-18,510,0,0,0,0,0,0,0,0,0,0,117,115,118,160,251,49.2%,259,50.8%,47,9.2%,13,2.5%,396,77.6%,5,1.0%,49,9.6%,84,16.5%,6,1.2%,354,69.4%,72.9%
24Q530,International High School at LaGuardia Community C,2013-14,503,0,0,0,0,0,0,0,0,0,0,111,108,124,160,260,51.7%,243,48.3%,206,41.0%,15,3.0%,225,44.7%,1,0.2%,56,11.1%,8,1.6%,366,72.8%,278,55.3%,
24Q530,International High School at LaGuardia Community C,2014-15,509,0,0,0,0,0,0,0,0,0,0,113,116,106,174,268,52.7%,241,47.3%,200,39.3%,13,2.6%,229,45.0%,1,0.2%,66,13.0%,8,1.6%,321,63.1%,265,52.1%,79.8%
24Q530,International High School at LaGuardia Community C,2015-16,518,0,0,0,0,0,0,0,0,0,0,119,115,120,164,279,53.9%,239,46.1%,180,34.7%,10,1.9%,255,49.2%,2,0.4%,71,13.7%,9,1.7%,314,60.6%,272,52.5%,82.2%
24Q530,International High School at LaGuardia Community C,2016-17,530,0,0,0,0,0,0,0,0,0,0,126,117,123,164,292,55.1%,238,44.9%,154,29.1%,13,2.5%,295,55.7%,4,0.8%,64,12.1%,16,3.0%,329,62.1%,249,47.0%,79.5%
24Q530,International High School at LaGuardia Community C,2017-18,527,0,0,0,0,0,0,0,0,0,0,111,122,112,182,284,53.9%,243,46.1%,140,26.6%,12,2.3%,307,58.3%,5,0.9%,63,12.0%,17,3.2%,318,60.3%,358,67.9%,86.8%
24Q550,High School for Arts and Business,2013-14,887,0,0,0,0,0,0,0,0,0,0,247,236,249,155,499,56.3%,388,43.7%,79,8.9%,68,7.7%,697,78.6%,14,1.6%,29,3.3%,126,14.2%,103,11.6%,536,60.4%,
24Q550,High School for Arts and Business,2014-15,870,0,0,0,0,0,0,0,0,0,0,280,195,208,187,481,55.3%,389,44.7%,87,10.0%,65,7.5%,667,76.7%,12,1.4%,39,4.5%,131,15.1%,66,7.6%,506,58.2%,62.7%
24Q550,High School for Arts and Business,2015-16,823,0,0,0,0,0,0,0,0,0,0,283,187,181,172,464,56.4%,359,43.6%,79,9.6%,75,9.1%,634,77.0%,4,0.5%,31,3.8%,128,15.6%,56,6.8%,459,55.8%,60.9%
24Q550,High School for Arts and Business,2016-17,804,0,0,0,0,0,0,0,0,0,0,271,206,163,164,445,55.3%,359,44.7%,66,8.2%,73,9.1%,610,75.9%,8,1.0%,47,5.8%,133,16.5%,53,6.6%,456,56.7%,61.4%
24Q550,High School for Arts and Business,2017-18,812,0,0,0,0,0,0,0,0,0,0,258,201,183,170,457,56.3%,355,43.7%,70,8.6%,64,7.9%,620,76.4%,14,1.7%,44,5.4%,136,16.7%,76,9.4%,574,70.7%,74.2%
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2013-14,631,0,0,0,0,0,0,0,0,55,55,130,150,123,118,314,49.8%,317,50.2%,131,20.8%,42,6.7%,377,59.7%,4,0.6%,77,12.2%,76,12.0%,33,5.2%,500,79.2%,
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2014-15,610,0,0,0,0,0,0,0,0,41,54,126,124,137,128,290,47.5%,320,52.5%,128,21.0%,31,5.1%,363,59.5%,5,0.8%,83,13.6%,70,11.5%,31,5.1%,494,81.0%,51.5%
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2015-16,623,0,0,0,0,0,0,0,43,27,40,136,126,111,140,274,44.0%,349,56.0%,135,21.7%,30,4.8%,378,60.7%,5,0.8%,75,12.0%,74,11.9%,25,4.0%,501,80.4%,51.9%
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2016-17,635,0,0,0,0,0,0,0,53,54,32,135,125,118,118,300,47.2%,335,52.8%,143,22.5%,30,4.7%,374,58.9%,7,1.1%,81,12.8%,95,15.0%,30,4.7%,500,78.7%,50.1%
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2017-18,665,0,0,0,0,0,0,0,57,60,51,119,140,121,117,302,45.4%,363,54.6%,158,23.8%,29,4.4%,367,55.2%,9,1.4%,102,15.3%,103,15.5%,33,5.0%,512,77.0%,61.5%
24Q585,Maspeth High School,2013-14,751,0,0,0,0,0,0,0,0,0,0,275,242,234,0,414,55.1%,337,44.9%,124,16.5%,21,2.8%,344,45.8%,3,0.4%,259,34.5%,81,10.8%,24,3.2%,527,70.2%,
24Q585,Maspeth High School,2014-15,973,0,0,0,0,0,0,0,0,0,0,250,261,235,227,518,53.2%,455,46.8%,170,17.5%,19,2.0%,431,44.3%,2,0.2%,351,36.1%,112,11.5%,19,2.0%,676,69.5%,41.6%
24Q585,Maspeth High School,2015-16,1001,0,0,0,0,0,0,0,0,0,0,267,240,261,233,523,52.2%,478,47.8%,174,17.4%,20,2.0%,432,43.2%,15,1.5%,360,36.0%,129,12.9%,10,1.0%,678,67.7%,39.2%
24Q585,Maspeth High School,2016-17,1046,0,0,0,0,0,0,0,0,0,0,282,264,246,254,527,50.4%,519,49.6%,187,17.9%,15,1.4%,439,42.0%,45,4.3%,360,34.4%,157,15.0%,12,1.1%,724,69.2%,37.9%
24Q585,Maspeth High School,2017-18,1196,0,0,0,0,0,0,0,0,0,0,430,268,253,245,608,50.8%,588,49.2%,211,17.6%,16,1.3%,515,43.1%,72,6.0%,382,31.9%,188,15.7%,21,1.8%,758,63.4%,53.2%
24Q600,Queens Vocational and Technical High School,2013-14,1514,0,0,0,0,0,0,0,0,0,0,418,538,343,215,600,39.6%,914,60.4%,157,10.4%,89,5.9%,1152,76.1%,3,0.2%,113,7.5%,189,12.5%,73,4.8%,1287,85.0%,
24Q600,Queens Vocational and Technical High School,2014-15,1553,0,0,0,0,0,0,0,0,0,0,419,478,414,242,586,37.7%,967,62.3%,187,12.0%,90,5.8%,1157,74.5%,3,0.2%,116,7.5%,216,13.9%,59,3.8%,1303,83.9%,59.8%
24Q600,Queens Vocational and Technical High School,2015-16,1575,0,0,0,0,0,0,0,0,0,0,435,467,384,289,595,37.8%,980,62.2%,175,11.1%,89,5.7%,1187,75.4%,14,0.9%,110,7.0%,230,14.6%,62,3.9%,1294,82.2%,57.8%
24Q600,Queens Vocational and Technical High School,2016-17,1544,0,0,0,0,0,0,0,0,0,0,431,496,369,248,601,38.9%,943,61.1%,159,10.3%,71,4.6%,1203,77.9%,10,0.6%,101,6.5%,240,15.5%,87,5.6%,1265,81.9%,56.9%
24Q600,Queens Vocational and Technical High School,2017-18,1546,0,0,0,0,0,0,0,0,0,0,448,494,365,239,581,37.6%,965,62.4%,173,11.2%,74,4.8%,1208,78.1%,2,0.1%,89,5.8%,262,16.9%,114,7.4%,1311,84.8%,75.8%
24Q610,Aviation Career & Technical Education High School,2013-14,2231,0,0,0,0,0,0,0,0,0,0,545,496,578,612,379,17.0%,1852,83.0%,650,29.1%,137,6.1%,1151,51.6%,50,2.2%,243,10.9%,150,6.7%,57,2.6%,1166,52.3%,
24Q610,Aviation Career & Technical Education High School,2014-15,2168,0,0,0,0,0,0,0,0,0,0,500,516,479,673,417,19.2%,1751,80.8%,668,30.8%,135,6.2%,1067,49.2%,61,2.8%,237,10.9%,198,9.1%,57,2.6%,1103,50.9%,54.5%
24Q610,Aviation Career & Technical Education High School,2015-16,2148,0,0,0,0,0,0,0,0,0,0,529,499,478,642,417,19.4%,1731,80.6%,677,31.5%,121,5.6%,1027,47.8%,85,4.0%,238,11.1%,237,11.0%,41,1.9%,1044,48.6%,53.2%
24Q610,Aviation Career & Technical Education High School,2016-17,2114,0,0,0,0,0,0,0,0,0,0,500,507,470,637,412,19.5%,1702,80.5%,725,34.3%,108,5.1%,967,45.7%,97,4.6%,217,10.3%,270,12.8%,56,2.6%,1003,47.4%,52.6%
24Q610,Aviation Career & Technical Education High School,2017-18,2084,0,0,0,0,0,0,0,0,0,0,524,453,466,641,438,21.0%,1646,79.0%,762,36.6%,91,4.4%,938,45.0%,87,4.2%,206,9.9%,277,13.3%,62,3.0%,1311,62.9%,67.3%
24Q744,VOYAGES Preparatory,2013-14,216,0,0,0,0,0,0,0,0,0,0,214,0,0,2,96,44.4%,120,55.6%,24,11.1%,47,21.8%,133,61.6%,0,0.0%,12,5.6%,9,4.2%,1,0.5%,157,72.7%,
24Q744,VOYAGES Preparatory,2014-15,224,0,0,0,0,0,0,0,0,0,0,224,0,0,0,106,47.3%,118,52.7%,18,8.0%,43,19.2%,154,68.8%,0,0.0%,9,4.0%,15,6.7%,3,1.3%,157,70.1%,51.5%
24Q744,VOYAGES Preparatory,2015-16,226,0,0,0,0,0,0,0,0,0,0,224,0,0,2,95,42.0%,131,58.0%,21,9.3%,41,18.1%,150,66.4%,1,0.4%,13,5.8%,14,6.2%,0,0.0%,163,72.1%,48.3%
24Q744,VOYAGES Preparatory,2016-17,251,0,0,0,0,0,0,0,0,0,0,250,0,0,1,92,36.7%,159,63.3%,23,9.2%,47,18.7%,168,66.9%,1,0.4%,12,4.8%,15,6.0%,3,1.2%,181,72.1%,48.7%
24Q744,VOYAGES Preparatory,2017-18,271,0,0,0,0,0,0,0,0,0,0,271,0,0,0,102,37.6%,169,62.4%,23,8.5%,42,15.5%,188,69.4%,2,0.7%,16,5.9%,25,9.2%,9,3.3%,200,73.8%,68.5%
24Q877,The 51 Avenue Academy (The Path To Academic Excell,2013-14,524,0,0,0,0,0,281,243,0,0,0,0,0,0,0,254,48.5%,270,51.5%,327,62.4%,2,0.4%,188,35.9%,0,0.0%,7,1.3%,64,12.2%,183,34.9%,480,91.6%,
24Q877,The 51 Avenue Academy (The Path To Academic Excell,2014-15,542,0,0,0,0,0,258,284,0,0,0,0,0,0,0,262,48.3%,280,51.7%,345,63.7%,3,0.6%,181,33.4%,0,0.0%,13,2.4%,70,12.9%,135,24.9%,497,91.7%,60.6%
24Q877,The 51 Avenue Academy (The Path To Academic Excell,2015-16,482,0,0,0,0,0,231,251,0,0,0,0,0,0,0,212,44.0%,270,56.0%,287,59.5%,5,1.0%,181,37.6%,1,0.2%,8,1.7%,70,14.5%,132,27.4%,439,91.1%,58.7%
24Q877,The 51 Avenue Academy (The Path To Academic Excell,2016-17,460,0,0,0,0,0,227,233,0,0,0,0,0,0,0,208,45.2%,252,54.8%,289,62.8%,2,0.4%,165,35.9%,1,0.2%,3,0.7%,76,16.5%,134,29.1%,409,88.9%,50.5%
24Q877,The 51 Avenue Academy (The Path To Academic Excell,2017-18,438,0,0,0,0,0,219,219,0,0,0,0,0,0,0,205,46.8%,233,53.2%,266,60.7%,1,0.2%,163,37.2%,3,0.7%,5,1.1%,68,15.5%,139,31.7%,376,85.8%,75.8%
25Q020,P.S. 020 John Bowne,2013-14,1435,108,199,238,240,213,231,206,0,0,0,0,0,0,0,702,48.9%,733,51.1%,1079,75.2%,46,3.2%,280,19.5%,4,0.3%,26,1.8%,143,10.0%,516,36.0%,1352,94.2%,
25Q020,P.S. 020 John Bowne,2014-15,1406,105,206,187,218,222,232,236,0,0,0,0,0,0,0,674,47.9%,732,52.1%,1047,74.5%,50,3.6%,273,19.4%,8,0.6%,28,2.0%,137,9.7%,519,36.9%,1309,93.1%,63.7%
25Q020,P.S. 020 John Bowne,2015-16,1382,108,198,182,192,212,253,237,0,0,0,0,0,0,0,683,49.4%,699,50.6%,1041,75.3%,48,3.5%,265,19.2%,9,0.7%,19,1.4%,172,12.4%,423,30.6%,1299,94.0%,59.4%
25Q020,P.S. 020 John Bowne,2016-17,1366,108,225,190,189,185,228,241,0,0,0,0,0,0,0,661,48.4%,705,51.6%,1041,76.2%,49,3.6%,248,18.2%,10,0.7%,18,1.3%,192,14.1%,484,35.4%,1284,94.0%,55.2%
25Q020,P.S. 020 John Bowne,2017-18,1314,102,218,226,172,182,194,220,0,0,0,0,0,0,0,639,48.6%,675,51.4%,965,73.4%,58,4.4%,256,19.5%,14,1.1%,21,1.6%,154,11.7%,454,34.6%,1227,93.4%,82.8%
25Q021,P.S. 021 Edward Hart,2013-14,1352,90,210,212,193,203,224,220,0,0,0,0,0,0,0,606,44.8%,746,55.2%,794,58.7%,17,1.3%,397,29.4%,9,0.7%,135,10.0%,172,12.7%,164,12.1%,1022,75.6%,
25Q021,P.S. 021 Edward Hart,2014-15,1357,90,191,214,218,204,218,222,0,0,0,0,0,0,0,624,46.0%,733,54.0%,822,60.6%,17,1.3%,389,28.7%,14,1.0%,115,8.5%,169,12.5%,217,16.0%,1042,76.8%,47.2%
25Q021,P.S. 021 Edward Hart,2015-16,1367,90,187,212,216,228,215,219,0,0,0,0,0,0,0,638,46.7%,729,53.3%,852,62.3%,16,1.2%,394,28.8%,16,1.2%,89,6.5%,171,12.5%,256,18.7%,1058,77.4%,48.2%
25Q021,P.S. 021 Edward Hart,2016-17,1406,90,209,199,222,225,248,213,0,0,0,0,0,0,0,681,48.4%,725,51.6%,873,62.1%,15,1.1%,413,29.4%,14,1.0%,91,6.5%,175,12.4%,307,21.8%,1109,78.9%,46.7%
25Q021,P.S. 021 Edward Hart,2017-18,1425,87,194,221,199,232,238,254,0,0,0,0,0,0,0,709,49.8%,716,50.2%,887,62.2%,17,1.2%,420,29.5%,17,1.2%,84,5.9%,164,11.5%,338,23.7%,1114,78.2%,64.8%
25Q022,P.S. 022 Thomas Jefferson,2013-14,812,66,125,136,130,113,105,137,0,0,0,0,0,0,0,408,50.2%,404,49.8%,482,59.4%,8,1.0%,283,34.9%,13,1.6%,26,3.2%,89,11.0%,287,35.3%,726,89.4%,
25Q022,P.S. 022 Thomas Jefferson,2014-15,816,48,134,131,140,125,129,109,0,0,0,0,0,0,0,408,50.0%,408,50.0%,468,57.4%,7,0.9%,301,36.9%,9,1.1%,31,3.8%,103,12.6%,389,47.7%,723,88.6%,58.3%
25Q022,P.S. 022 Thomas Jefferson,2015-16,853,36,138,135,137,133,143,131,0,0,0,0,0,0,0,417,48.9%,436,51.1%,510,59.8%,4,0.5%,303,35.5%,8,0.9%,28,3.3%,120,14.1%,385,45.1%,759,89.0%,54.3%
25Q022,P.S. 022 Thomas Jefferson,2016-17,892,36,147,140,151,126,144,148,0,0,0,0,0,0,0,443,49.7%,449,50.3%,541,60.7%,7,0.8%,305,34.2%,11,1.2%,28,3.1%,108,12.1%,453,50.8%,796,89.2%,50.8%
25Q022,P.S. 022 Thomas Jefferson,2017-18,921,36,153,155,145,151,129,152,0,0,0,0,0,0,0,455,49.4%,466,50.6%,570,61.9%,5,0.5%,304,33.0%,12,1.3%,30,3.3%,97,10.5%,463,50.3%,839,91.1%,76.5%
25Q024,P.S. 024 Andrew Jackson,2013-14,934,0,125,164,160,156,171,158,0,0,0,0,0,0,0,443,47.4%,491,52.6%,780,83.5%,31,3.3%,97,10.4%,7,0.7%,19,2.0%,109,11.7%,363,38.9%,534,57.2%,
25Q024,P.S. 024 Andrew Jackson,2014-15,976,0,130,146,173,164,191,172,0,0,0,0,0,0,0,475,48.7%,501,51.3%,822,84.2%,32,3.3%,97,9.9%,6,0.6%,19,1.9%,108,11.1%,377,38.6%,518,53.1%,52.9%
25Q024,P.S. 024 Andrew Jackson,2015-16,1029,0,133,161,157,187,201,190,0,0,0,0,0,0,0,501,48.7%,528,51.3%,872,84.7%,28,2.7%,104,10.1%,10,1.0%,15,1.5%,124,12.1%,414,40.2%,497,48.3%,49.8%
25Q024,P.S. 024 Andrew Jackson,2016-17,990,0,128,141,165,159,216,181,0,0,0,0,0,0,0,484,48.9%,506,51.1%,845,85.4%,23,2.3%,100,10.1%,7,0.7%,15,1.5%,118,11.9%,417,42.1%,456,46.1%,47.7%
25Q024,P.S. 024 Andrew Jackson,2017-18,992,0,129,140,150,163,200,210,0,0,0,0,0,0,0,478,48.2%,514,51.8%,849,85.6%,22,2.2%,99,10.0%,11,1.1%,11,1.1%,117,11.8%,390,39.3%,694,70.0%,72.2%
25Q025,I.S. 025 Adrien Block,2013-14,780,0,0,0,0,0,0,0,235,263,282,0,0,0,0,367,47.1%,413,52.9%,388,49.7%,18,2.3%,174,22.3%,5,0.6%,195,25.0%,132,16.9%,54,6.9%,485,62.2%,
25Q025,I.S. 025 Adrien Block,2014-15,799,0,0,0,0,0,0,0,272,246,281,0,0,0,0,359,44.9%,440,55.1%,398,49.8%,9,1.1%,182,22.8%,7,0.9%,203,25.4%,120,15.0%,63,7.9%,501,62.7%,32.8%
25Q025,I.S. 025 Adrien Block,2015-16,856,0,0,0,0,0,0,0,302,283,271,0,0,0,0,396,46.3%,460,53.7%,428,50.0%,10,1.2%,202,23.6%,10,1.2%,206,24.1%,142,16.6%,86,10.0%,509,59.5%,31.2%
25Q025,I.S. 025 Adrien Block,2016-17,957,0,0,0,0,0,0,0,341,318,298,0,0,0,0,441,46.1%,516,53.9%,485,50.7%,17,1.8%,230,24.0%,11,1.1%,214,22.4%,160,16.7%,125,13.1%,505,52.8%,29.3%
25Q025,I.S. 025 Adrien Block,2017-18,1028,0,0,0,0,0,0,0,353,346,329,0,0,0,0,460,44.7%,568,55.3%,547,53.2%,26,2.5%,246,23.9%,9,0.9%,200,19.5%,153,14.9%,134,13.0%,598,58.2%,48.3%
25Q029,P.S. 029 Queens,2013-14,770,72,118,118,126,117,128,91,0,0,0,0,0,0,0,371,48.2%,399,51.8%,220,28.6%,23,3.0%,427,55.5%,1,0.1%,99,12.9%,125,16.2%,175,22.7%,668,86.8%,
25Q029,P.S. 029 Queens,2014-15,808,65,129,123,121,120,118,132,0,0,0,0,0,0,0,385,47.6%,423,52.4%,228,28.2%,19,2.4%,453,56.1%,1,0.1%,107,13.2%,136,16.8%,214,26.5%,703,87.0%,55.6%
25Q029,P.S. 029 Queens,2015-16,769,36,112,143,115,124,119,120,0,0,0,0,0,0,0,382,49.7%,387,50.3%,220,28.6%,16,2.1%,440,57.2%,1,0.1%,92,12.0%,130,16.9%,198,25.7%,685,89.1%,52.8%
25Q029,P.S. 029 Queens,2016-17,717,36,100,113,123,105,127,113,0,0,0,0,0,0,0,351,49.0%,366,51.0%,212,29.6%,12,1.7%,415,57.9%,3,0.4%,75,10.5%,130,18.1%,207,28.9%,625,87.2%,50.2%
25Q029,P.S. 029 Queens,2017-18,728,36,118,102,115,119,111,127,0,0,0,0,0,0,0,354,48.6%,374,51.4%,201,27.6%,5,0.7%,448,61.5%,3,0.4%,71,9.8%,116,15.9%,206,28.3%,639,87.8%,71.3%
25Q032,P.S. 032 State Street,2013-14,947,36,136,160,146,174,159,136,0,0,0,0,0,0,0,451,47.6%,496,52.4%,637,67.3%,8,0.8%,176,18.6%,13,1.4%,113,11.9%,99,10.5%,99,10.5%,609,64.3%,
25Q032,P.S. 032 State Street,2014-15,948,35,148,140,157,144,173,151,0,0,0,0,0,0,0,449,47.4%,499,52.6%,637,67.2%,10,1.1%,173,18.2%,17,1.8%,111,11.7%,101,10.7%,108,11.4%,597,63.0%,36.9%
25Q032,P.S. 032 State Street,2015-16,964,36,154,152,139,157,164,162,0,0,0,0,0,0,0,459,47.6%,505,52.4%,636,66.0%,9,0.9%,186,19.3%,19,2.0%,114,11.8%,107,11.1%,120,12.4%,596,61.8%,36.7%
25Q032,P.S. 032 State Street,2016-17,974,35,169,156,160,141,156,157,0,0,0,0,0,0,0,479,49.2%,495,50.8%,659,67.7%,10,1.0%,177,18.2%,22,2.3%,106,10.9%,110,11.3%,152,15.6%,580,59.5%,34.8%
25Q032,P.S. 032 State Street,2017-18,980,33,163,176,157,159,142,150,0,0,0,0,0,0,0,500,51.0%,480,49.0%,688,70.2%,8,0.8%,163,16.6%,24,2.4%,97,9.9%,102,10.4%,176,18.0%,663,67.7%,55.6%
25Q079,P.S. 079 Francis Lewis,2013-14,975,54,164,172,158,135,157,135,0,0,0,0,0,0,0,472,48.4%,503,51.6%,401,41.1%,6,0.6%,187,19.2%,14,1.4%,367,37.6%,121,12.4%,73,7.5%,496,50.9%,
25Q079,P.S. 079 Francis Lewis,2014-15,1017,35,151,178,181,174,147,151,0,0,0,0,0,0,0,487,47.9%,530,52.1%,441,43.4%,6,0.6%,199,19.6%,13,1.3%,358,35.2%,126,12.4%,71,7.0%,532,52.3%,26.2%
25Q079,P.S. 079 Francis Lewis,2015-16,1065,36,140,184,186,183,184,152,0,0,0,0,0,0,0,500,46.9%,565,53.1%,472,44.3%,9,0.8%,214,20.1%,15,1.4%,355,33.3%,144,13.5%,75,7.0%,556,52.2%,26.3%
25Q079,P.S. 079 Francis Lewis,2016-17,1095,36,144,177,186,186,186,180,0,0,0,0,0,0,0,506,46.2%,589,53.8%,534,48.8%,8,0.7%,214,19.5%,11,1.0%,328,30.0%,140,12.8%,103,9.4%,590,53.9%,25.3%
25Q079,P.S. 079 Francis Lewis,2017-18,1136,36,179,172,172,188,192,197,0,0,0,0,0,0,0,545,48.0%,591,52.0%,588,51.8%,6,0.5%,218,19.2%,11,1.0%,313,27.6%,143,12.6%,105,9.2%,603,53.1%,40.5%
25Q107,P.S. 107 Thomas A Dooley,2013-14,969,72,156,159,134,148,143,157,0,0,0,0,0,0,0,461,47.6%,508,52.4%,482,49.7%,23,2.4%,300,31.0%,10,1.0%,154,15.9%,157,16.2%,135,13.9%,672,69.3%,
25Q107,P.S. 107 Thomas A Dooley,2014-15,966,72,144,161,154,140,153,142,0,0,0,0,0,0,0,460,47.6%,506,52.4%,495,51.2%,14,1.4%,304,31.5%,8,0.8%,145,15.0%,181,18.7%,185,19.2%,696,72.0%,41.9%
25Q107,P.S. 107 Thomas A Dooley,2015-16,989,72,142,148,164,161,147,155,0,0,0,0,0,0,0,486,49.1%,503,50.9%,509,51.5%,14,1.4%,318,32.2%,6,0.6%,142,14.4%,186,18.8%,199,20.1%,732,74.0%,40.9%
25Q107,P.S. 107 Thomas A Dooley,2016-17,963,72,147,143,139,151,162,149,0,0,0,0,0,0,0,486,50.5%,477,49.5%,523,54.3%,8,0.8%,312,32.4%,6,0.6%,114,11.8%,169,17.5%,244,25.3%,695,72.2%,39.2%
25Q107,P.S. 107 Thomas A Dooley,2017-18,970,72,179,140,139,135,157,148,0,0,0,0,0,0,0,454,46.8%,516,53.2%,534,55.1%,12,1.2%,313,32.3%,8,0.8%,103,10.6%,161,16.6%,243,25.1%,740,76.3%,58.2%
25Q120,P.S. 120 Queens,2013-14,973,72,144,171,152,138,168,128,0,0,0,0,0,0,0,473,48.6%,500,51.4%,797,81.9%,6,0.6%,150,15.4%,0,0.0%,20,2.1%,107,11.0%,379,39.0%,599,61.6%,
25Q120,P.S. 120 Queens,2014-15,1035,68,150,155,185,144,158,175,0,0,0,0,0,0,0,509,49.2%,526,50.8%,851,82.2%,9,0.9%,155,15.0%,0,0.0%,20,1.9%,104,10.0%,410,39.6%,588,56.8%,57.4%
25Q120,P.S. 120 Queens,2015-16,1056,70,149,165,163,188,160,161,0,0,0,0,0,0,0,507,48.0%,549,52.0%,874,82.8%,7,0.7%,156,14.8%,2,0.2%,17,1.6%,116,11.0%,410,38.8%,545,51.6%,53.0%
25Q120,P.S. 120 Queens,2016-17,1077,54,168,151,159,172,207,166,0,0,0,0,0,0,0,530,49.2%,547,50.8%,914,84.9%,4,0.4%,149,13.8%,3,0.3%,7,0.6%,106,9.8%,467,43.4%,487,45.2%,47.0%
25Q120,P.S. 120 Queens,2017-18,1034,54,178,161,132,150,173,186,0,0,0,0,0,0,0,502,48.5%,532,51.5%,872,84.3%,5,0.5%,144,13.9%,6,0.6%,7,0.7%,116,11.2%,430,41.6%,771,74.6%,76.7%
25Q129,P.S. 129 Patricia Larkin,2013-14,1087,90,178,197,146,146,147,183,0,0,0,0,0,0,0,527,48.5%,560,51.5%,314,28.9%,21,1.9%,568,52.3%,7,0.6%,177,16.3%,174,16.0%,116,10.7%,832,76.5%,
25Q129,P.S. 129 Patricia Larkin,2014-15,1104,75,186,170,198,156,164,155,0,0,0,0,0,0,0,541,49.0%,563,51.0%,361,32.7%,14,1.3%,556,50.4%,9,0.8%,164,14.9%,166,15.0%,177,16.0%,843,76.4%,46.2%
25Q129,P.S. 129 Patricia Larkin,2015-16,1130,54,181,178,174,197,176,170,0,0,0,0,0,0,0,536,47.4%,594,52.6%,353,31.2%,17,1.5%,575,50.9%,13,1.2%,172,15.2%,181,16.0%,156,13.8%,882,78.1%,46.1%
25Q129,P.S. 129 Patricia Larkin,2016-17,1146,54,175,182,186,177,202,170,0,0,0,0,0,0,0,542,47.3%,604,52.7%,369,32.2%,21,1.8%,583,50.9%,11,1.0%,162,14.1%,173,15.1%,194,16.9%,894,78.0%,41.9%
25Q129,P.S. 129 Patricia Larkin,2017-18,1094,0,180,168,177,188,186,195,0,0,0,0,0,0,0,521,47.6%,573,52.4%,364,33.3%,20,1.8%,572,52.3%,12,1.1%,126,11.5%,170,15.5%,214,19.6%,852,77.9%,62.7%
25Q130,P.S. 130,2013-14,349,18,117,81,76,57,0,0,0,0,0,0,0,0,0,164,47.0%,185,53.0%,172,49.3%,17,4.9%,52,14.9%,8,2.3%,100,28.7%,51,14.6%,43,12.3%,111,31.8%,
25Q130,P.S. 130,2014-15,373,18,119,101,71,64,0,0,0,0,0,0,0,0,0,173,46.4%,200,53.6%,202,54.2%,20,5.4%,53,14.2%,9,2.4%,89,23.9%,58,15.5%,55,14.7%,137,36.7%,26.7%
25Q130,P.S. 130,2015-16,374,54,88,99,80,53,0,0,0,0,0,0,0,0,0,176,47.1%,198,52.9%,200,53.5%,12,3.2%,67,17.9%,8,2.1%,87,23.3%,60,16.0%,47,12.6%,155,41.4%,25.4%
25Q130,P.S. 130,2016-17,357,45,90,74,81,67,0,0,0,0,0,0,0,0,0,166,46.5%,191,53.5%,196,54.9%,9,2.5%,60,16.8%,11,3.1%,81,22.7%,61,17.1%,58,16.2%,142,39.8%,27.3%
25Q130,P.S. 130,2017-18,397,35,75,82,73,73,59,0,0,0,0,0,0,0,0,190,47.9%,207,52.1%,221,55.7%,15,3.8%,76,19.1%,10,2.5%,75,18.9%,61,15.4%,56,14.1%,189,47.6%,40.3%
25Q154,P.S. 154 Queens,2013-14,703,36,107,107,114,117,119,103,0,0,0,0,0,0,0,314,44.7%,389,55.3%,396,56.3%,67,9.5%,137,19.5%,10,1.4%,93,13.2%,88,12.5%,146,20.8%,563,80.1%,
